start,end,transcription,source,lang
621.1885,621.928,beselergeːmne ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
621.941,622.2952857142857,v ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
622.2952857142857,622.6495714285714,golavu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
622.6495714285714,623.0038571428573,vʲino ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
623.0038571428573,623.3581428571429,udarʲila ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
623.3581428571429,623.7124285714286,ilʲi ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
623.7124285714286,624.0667142857143,ʃto ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
624.0667142857143,624.4209999999998,tam ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
625.123,625.4945, üːneːji ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
625.4945,625.866,komunallar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
625.866,626.2375000000002,bu͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
626.2375000000002,626.609,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
626.609,627.1312,uraʒaj ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
627.1312,627.6534,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
627.6534,628.1756,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
628.1756,628.6978,bɨhɨlaːk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
628.6978,629.22,bu͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
629.571,630.03025, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
630.03025,630.4895,itiː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
630.4895,630.94875,hirge ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
630.94875,631.408,emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
632.512,633.5314999999998, üːneːjilerin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
633.5314999999998,634.5509999999998,komujallar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
634.5509999999998,635.5705,erdeːk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
635.5705,636.59,dʲaktar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
639.0840000000002,640.058, eni ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
644.382,645.0831999999998, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
645.0831999999998,645.7844,ülehitter ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
645.7844,646.4856,ulakannɨk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
646.4856,647.1868000000002,üleliːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
647.1868000000002,647.888,dʲonnor ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
653.2130000000002,653.7455,abɨraː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
653.7455,654.278,emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
654.278,654.8105,kuhagan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
654.8105,655.3430000000002,tu͡ok ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
655.3430000000002,655.8755,kuhaganɨ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
655.8755,656.408,bi͡ereller ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
657.525,657.8993333333333, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
657.8993333333333,658.2736666666667,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
658.2736666666667,658.648,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
659.9019999999998,660.5219999999998, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
660.5219999999998,661.1419999999998,aragiːmsak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
668.453,669.622, kaːjbɨttar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
669.635,670.752, kaːjbɨttar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
671.461,671.8340000000002, bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
671.8340000000002,672.207,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
672.207,672.58,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
672.58,672.953,bɨraktaga ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
672.953,673.326,diː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
673.326,673.699,moʒet ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
673.699,674.072,aragiːta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
674.072,674.4449999999998,toktor ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
674.4449999999998,674.818,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
678.0189999999999,678.6164,iliːtin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
678.6164,679.2138,t͡ʃiptaːbɨttar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
679.2138,679.8112,palʲisʲejskʲijdar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
679.8112,680.4086,ille ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
680.4086,681.0060000000002,turallar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
681.0060000000002,681.6034000000002,dʲaktarɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
681.6034000000002,682.2008000000002,gɨtta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
682.2008000000002,682.7982000000002,ogoto ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
682.7982000000002,683.3956000000002,ɨtɨː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
683.3956000000002,683.993,olorollor ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
684.4019999999998,685.181, t͡ʃe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
685.181,685.96,bu͡ollun ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
686.395,687.1094,kakʲijeta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
687.1094,687.4666,savsʲem ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
687.4666,687.8238,nʲe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
687.8238,688.181,eta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
688.194,688.92125,nʲe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
688.92125,689.6485,xat͡ʃʲu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
689.6485,690.3757499999997,etʲi ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
690.3757499999997,691.1030000000002,kartʲinkʲi ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
691.122,691.534375,bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
691.534375,691.94675,ke ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
691.94675,692.359125,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
692.359125,692.7715000000003,hanaːrgaːbɨta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
692.7715000000003,693.1838750000003,hɨŋaːktarɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
693.1838750000003,693.59625,battaːbɨt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
693.59625,694.008625,battaːn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
694.008625,694.421,barar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
694.447,694.7339999999998,emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
694.7339999999998,695.0210000000002,kaːjɨːga ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
695.0210000000002,695.308,oj ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
695.308,695.595,dʲe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
695.595,695.8820000000003,erejin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
695.8820000000003,696.169,da ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
696.169,696.456,kaːjɨːga ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
696.456,696.743,oloror ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
696.743,697.03,kœr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
697.03,697.317,bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
701.174,702.5060000000002, kɨrbɨːkɨrbɨː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
702.564,703.957, ɨjɨtalɨːllar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
703.957,705.35,ɨjɨtalɨːllar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
705.363,706.086,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
706.086,706.8090000000003,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
706.8090000000003,707.5319999999998,gɨmmɨtɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
711.584,712.2483333333333, hapsi͡em ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
712.2483333333333,712.9126666666666,hanaːga ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
712.9126666666666,713.577,battappɨt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
715.96,716.4556666666667, a ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
716.4556666666667,716.9513333333333,vdrug ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
716.9513333333333,717.447,œlœrü͡œksüt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
718.4789999999998,719.3906000000003, laːdna ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
719.3906000000003,720.3022000000003,pustʲ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
720.3022000000003,721.2138,idʲot ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
721.2138,722.1254,kak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
722.1254,723.0369999999998,idʲot ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
723.044,723.713857142857,bihi͡etteriger ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
723.713857142857,724.3837142857143,di͡eriler ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
724.3837142857143,725.0535714285713,kartʲina ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
725.0535714285713,725.7234285714285,barɨta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
725.7234285714285,726.3932857142856,bihigi ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
726.3932857142856,727.0631428571428,omuktarbɨtɨgar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
727.0631428571428,727.7330000000002,di͡eri ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
729.4989999999998,730.1569999999998,muŋnaːktar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
730.1569999999998,730.8149999999997,aragiːlɨːllar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
730.8149999999997,731.4730000000002,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
736.8560000000001,737.5346666666667, ar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
737.5346666666667,738.2133333333335,ar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
738.2133333333335,738.8919999999998,aragiːmsak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
738.8919999999998,739.5706666666665,aragiːmsaktar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
739.5706666666665,740.2493333333333,aragiː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
740.2493333333333,740.928,kajtak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
740.928,741.6066666666667,di͡emij ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
741.6066666666667,742.2853333333335,berseller ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
742.2853333333335,742.9639999999997,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
742.9639999999997,743.6426666666665,berseːn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
743.6426666666665,744.3213333333333,iherdeːri ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
744.3213333333333,745.0,gɨnallar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
745.148,745.5227,onu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
745.5227,745.8974000000003,bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
745.8974000000003,746.2721,ogoloːk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
746.2721,746.6468,er ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
746.6468,747.0215000000003,kihi ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
747.0215000000003,747.3962,ispeppin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
747.3962,747.7709,diːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
748.5203,748.895,diːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
748.908,749.4015,ɨtɨstarɨnan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
749.4015,749.895,daːgɨnɨ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
749.895,750.3885,kajtak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
750.3885,750.8820000000003,gɨnɨ͡aŋɨj ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
750.8820000000003,751.3755,üt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
751.3755,751.8689999999998,üter ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
751.8689999999998,752.3625,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
752.3625,752.8560000000001,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
752.86,753.5146,ɨtɨstarɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
753.5146,754.1692,kœllœrœr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
754.1692,754.8238,iliːlerinen ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
754.8238,755.4784000000003,kœllœrœr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
755.4784000000003,756.133,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
756.1419999999998,756.9989999999998,ogoto ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
756.9989999999998,757.8560000000001,kɨjŋanar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
757.8560000000001,758.7130000000002,eni ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
761.5310000000002,762.7603333333333, uvaʒajdaːbakkɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
762.7603333333333,763.9896666666667,bihigitin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
763.9896666666667,765.2189999999998,diːller ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
765.2310000000001,765.6192222222223,u ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
765.6192222222223,766.0074444444444,nas ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
766.0074444444444,766.3956666666667,ʒe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
766.3956666666667,766.7838888888889,tak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
766.7838888888889,767.1721111111111,gavarʲat ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
767.1721111111111,767.5603333333332,nʲe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
767.5603333333332,767.9485555555556,uvaʒajeʃ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
767.9485555555556,768.3367777777777,aragiː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
768.3367777777777,768.725,ispekkin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
768.7260000000001,769.1275,ot͡ʃe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
769.1275,769.529,erejin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
769.529,769.9304999999997,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
769.9304999999997,770.332,t͡ʃo ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
770.332,771.135,takojta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
771.1419999999998,771.71825,heː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
771.71825,772.2945,dʲeduʃka ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
772.2945,772.87075,stait ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
772.87075,773.447,savsʲem ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
774.4839999999998,775.425, eː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
777.3689999999998,778.1862857142858, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
778.1862857142858,779.0035714285715,emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
779.0035714285715,779.8208571428572,hirge ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
779.8208571428572,780.6381428571428,kuhagan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
780.6381428571428,781.4554285714287,kergen ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
781.4554285714287,782.2727142857143,kuhagannɨk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
782.2727142857143,783.09,olorollor ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
783.1030000000002,783.7231666666668,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
783.7231666666668,784.3433333333332,aragiː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
784.3433333333332,784.9635,ihen ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
784.9635,785.5836666666668,baran ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
785.5836666666668,786.2038333333333,dʲaktarɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
786.2038333333333,786.824,kɨrbɨːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
787.188,787.7891999999997, emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
787.7891999999997,788.3904,heŋijege ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
788.3904,788.9916,heŋijetiger ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
788.9916,789.5928,oksubut ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
789.5928,790.194,emi͡e ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
791.5260000000002,792.1224285714285, ogoloro ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
792.1224285714285,792.718857142857,ɨtɨːɨtɨː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
792.718857142857,793.3152857142858,inʲe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
793.3152857142858,793.9117142857143,tut ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
793.9117142857143,794.5081428571428,inʲetiger ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
794.5081428571428,795.1045714285715,kistene ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
795.1045714285715,795.701,hɨtar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
795.7130000000002,796.5646666666668,attɨlarɨgar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
796.5646666666668,797.4163333333332,ehelere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
797.4163333333332,798.268,turar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
798.2739999999999,799.0361666666665,hohujbut ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
799.0361666666665,799.7983333333333,kuttammɨt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
799.7983333333333,800.5605,kajtak ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
800.5605,801.3226666666667,da ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
801.3226666666667,802.0848333333333,kɨ͡ajan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
802.0848333333333,802.847,kœmœlœspœt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
803.441,804.2806666666667,kɨrdʲagas ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
804.2806666666667,805.1203333333334,kɨrdʲagas ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
805.1203333333334,805.96,ehe ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
815.568,816.0687777777777,bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
816.0687777777777,816.5695555555556,ke ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
816.5695555555556,817.0703333333333,kergenneriger ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
817.0703333333333,817.5711111111111,œs ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
817.5711111111111,818.0718888888889,kepsiːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
818.0718888888889,818.5726666666667,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
818.5726666666667,819.0734444444445,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
819.0734444444445,819.5742222222223,kajdi͡ek ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
819.5742222222223,820.075,hɨldʲɨbɨtɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
820.08,820.4848333333334,menʲiːtiger ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
820.4848333333334,820.8896666666667,barɨtɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
820.8896666666667,821.2945,kœllœrœllœr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
821.2945,821.6993333333335,eni ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
821.6993333333335,822.1041666666667,du͡o ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
822.1041666666667,822.5089999999999,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
824.145,824.4604285714287, kepsiːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
824.4604285714287,824.775857142857,bɨhɨlaːk ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
824.775857142857,825.0912857142857,bu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
825.0912857142857,825.4067142857143,ke ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
825.4067142857143,825.7221428571428,kœllœrœr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
825.7221428571428,826.0375714285714,tu͡ok ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
826.0375714285714,826.3530000000002,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
827.971,828.5361, teːtelere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
828.5361,829.1012,kan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
829.1012,829.6663,kantan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
829.6663,830.2314,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
830.2314,830.7964999999997,kelen ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
830.7964999999997,831.3616,baran ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
831.3616,831.9267,dʲaktarɨgar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
831.9267,832.4918,kɨtta ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
832.4918,833.0568999999997,ogotugar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
833.0568999999997,833.622,ogotugar ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
835.747,836.67875, kart͡ʃɨ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
836.67875,837.6105,kart͡ʃɨ ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
837.6105,838.54225,œlœrüne ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
838.54225,839.4739999999998,hɨldʲɨbɨt ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
840.841,842.165, bilbeppin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
842.179,842.84125,kukla ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
842.84125,843.5035,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
843.5035,844.16575,tu͡ok ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
844.16575,844.828,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
846.98,847.4230666666667,tugu ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
847.4230666666667,847.8661333333333,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
847.8661333333333,848.3092,üleliː ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
848.3092,848.7522666666665,hɨldʲɨbɨtɨn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
848.7522666666665,849.1953333333333,kepsiːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
849.1953333333333,849.6384,eni ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
849.6384,850.0814666666665,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
850.0814666666665,850.5245333333335,hɨldʲan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
850.5245333333335,850.9676,kajdi͡et ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
850.9676,851.4106666666668,ere ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
851.4106666666668,851.8537333333335,hɨldʲan ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
851.8537333333335,852.2968,atdɨxajdaːn ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
852.2968,852.7398666666667,kelbitin ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
852.7398666666667,853.1829333333333,kepsiːr ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
853.1829333333333,853.6260000000002,du ,ChGS_UoPP_20170724_SocCogDesc_conv.wav,dlg
